title,url,status,sistema,sistema_simplificat,tipus_personal,tipus_personal_simplificat,grup_titulacio,grup_titulacio_simplificat,perfil_recerca,data_inici,data_final,n_materies,n_materies_cap,requereix_angles,requereix_catala,requereix_catala_c1,requisit_catala_simplificat,materia_informatica,materia_tecnologia,materia_enginyeria,cluster
1 plaça de Tècnic auxiliar - Programador informàtic,https://cido.diba.cat/oposicions/15512151/1-placa-de-tecnic-auxiliar-programador-informatic-ajuntament-de-sabadell,Pendent de termini,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",no_universitari,No_recerca,NA,NA,1,1,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,FALSE,2
6 places de Tècnic superior tecnologies i sistemes d'informació,https://cido.diba.cat/oposicions/16304111/6-places-de-tacnic-superior-tecnologies-i-sistemes-dinformacia-area-metropolitana-de-barcelona-amb,Pendent de termini,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,NA,1,1,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça de Tècnic superior tecnologies i sistemes d'informació,https://cido.diba.cat/oposicions/16304379/1-plaaa-de-tacnic-superior-tecnologies-i-sistemes-dinformacia-area-metropolitana-de-barcelona-amb-institut-metropolita-del-taxi,Pendent de termini,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,NA,1,1,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça de Tècnic superior Delegat de protecció de dades i E-administració,https://cido.diba.cat/oposicions/21027268/1-placa-de-tecnic-superior-delegat-de-proteccio-de-dades-i-e-administracio-ajuntament-de-sabadell,Pendent de termini,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,NA,3,3,FALSE,TRUE,TRUE,catala_c1,FALSE,FALSE,FALSE,2
2 places de Tècnic superior en anàlisis de dades i gestió,https://cido.diba.cat/oposicions/21027217/2-places-de-tecnic-superior-en-analisis-de-dades-i-gestio-ajuntament-de-sabadell,Pendent de termini,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,NA,4,4,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,FALSE,2
1 plaça de Tècnic mitjà de sistemes,https://cido.diba.cat/oposicions/20935354/1-placa-de-tecnic-mitja-de-sistemes-ajuntament-de-sabadell,Pendent de termini,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,A2 - Grau universitari (correspondència amb diplomatures),universitari_altres,No_recerca,NA,NA,4,4,FALSE,TRUE,TRUE,catala_c1,TRUE,TRUE,TRUE,2
1 plaça de Tècnic mitjà de tecnologies de la informació i la comunicació,https://cido.diba.cat/oposicions/20935235/1-placa-de-tecnic-mitja-de-tecnologies-de-la-informacio-i-la-comunicacio-ajuntament-de-sabadell,Pendent de termini,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,A2 - Grau universitari (correspondència amb diplomatures),universitari_altres,No_recerca,NA,NA,6,6,FALSE,TRUE,TRUE,catala_c1,TRUE,TRUE,TRUE,2
1 plaça de Tècnic mitjà d'informàtica,https://cido.diba.cat/oposicions/13774020/1-placa-de-tecnic-mitja-dinformatica-ajuntament-de-lleida,Pendent de termini,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,A2 - Grau universitari (correspondència amb diplomatures),universitari_altres,No_recerca,NA,NA,1,1,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,FALSE,2
"Borsa de treball de places de Tècnic superior en sistemes informàtics, especialitzat en l'àmbit d'aplicacions",https://cido.diba.cat/oposicions/19375853/borsa-de-treball-de-places-de-tacnic-superior-en-sistemes-informatics-especialitzat-en-lambit-daplicacions-area-metropolitana-de-barcelona-amb,Termini obert,Concurs o valoració de mèrits,merits,Funcionari interí,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,2025-05-05,NA,3,3,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,TRUE,1
1 plaça de Titulat superior universitari en l'àmbit informàtic,https://cido.diba.cat/oposicions/19310434/1-placa-de-titulat-superior-universitari-en-lambit-informatic-ajuntament-de-lhospitalet-de-llobregat,Pendent de termini,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,NA,2,2,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,TRUE,2
"Borsa de treball de places de Tècnic superior en sistemes informàtics, especialitzats en l'àmbit de sistemes i lloc de treball",https://cido.diba.cat/oposicions/19368273/borsa-de-treball-de-places-de-tacnic-superior-en-sistemes-informatics-especialitzats-en-lambit-de-sistemes-i-lloc-de-treball-area-metropolitana-de-barcelona-amb,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,2025-05-02,NA,1,1,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
"Borsa de treball de places de Tècnic superior professor, especialitat noves tecnologies a l'Escola Municipal de Música Pau Casals",https://cido.diba.cat/oposicions/17988107/borsa-de-treball-de-places-de-tecnic-superior-professor-especialitat-noves-tecnologies-a-lescola-municipal-de-musica-pau-casals-ajuntament-del-vendrell,Termini obert,Oposició o prova,prova_o_oposicio,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,2024-08-30,2024-08-30,3,3,FALSE,TRUE,TRUE,catala_c1,FALSE,FALSE,FALSE,2
"Borsa de treball de places de Tècnic superior Professor Acústica, Informàtica i Tecnologia Musical",https://cido.diba.cat/oposicions/13853031/borsa-de-treball-de-places-de-tecnic-superior-professor-acustica-informatica-i-tecnologia-musical-ajuntament-de-sabadell,Termini obert,Oposició o prova,prova_o_oposicio,Interí o temporal,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,2022-08-24,NA,4,4,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,FALSE,2
